subscription_id,industry,country,plan_tier,account_id,a_seats,seats,mrr_amount,is_trial,churn_flag,total_usage_count,total_usage_duration_secs,price_shock_pct,price_post
S-3e0991,Cybersecurity,US,Enterprise,A-9174e0,37,37,7363.0,False,True,26,2580,-0.05,6994.849999999999
S-3e24ed,DevTools,US,Basic,A-e2cd1b,15,44,836.0,False,False,70,15362,-0.05,794.1999999999999
S-3e5a20,DevTools,US,Basic,A-eafc6e,27,76,1444.0,False,False,49,7612,0.1,1588.4
S-3ea3af,DevTools,FR,Pro,A-019782,11,11,539.0,False,False,74,24901,0.0,539.0
S-3eb206,Cybersecurity,IN,Enterprise,A-b179bf,43,43,8557.0,False,False,65,16827,0.1,9412.7
S-3eb9c8,FinTech,UK,Basic,A-69fad4,6,35,665.0,False,True,30,14542,0.0,665.0
S-3ed1f5,Cybersecurity,FR,Enterprise,A-7920cc,39,39,7761.0,False,False,6,1998,0.0,7761.0
S-3ee7c3,DevTools,AU,Enterprise,A-cdf020,23,23,4577.0,False,True,44,12318,-0.05,4348.15
S-3f08d7,DevTools,US,Enterprise,A-d792a6,4,4,796.0,False,False,60,20566,0.05,835.8000000000001
S-3f48a5,EdTech,US,Basic,A-0cc442,45,45,855.0,False,False,51,16577,-0.1,769.5
S-3f82f4,EdTech,UK,Basic,A-054577,2,90,1710.0,False,False,44,18431,-0.05,1624.5
S-3fa87d,Cybersecurity,IN,Enterprise,A-81edc3,5,5,995.0,False,False,68,26626,-0.05,945.25
S-3fbf9e,Cybersecurity,US,Pro,A-00bed1,28,28,1372.0,False,False,62,19490,0.05,1440.6000000000001
S-3ffd93,FinTech,US,Basic,A-cc1d8d,5,39,741.0,False,False,40,13984,-0.1,666.9
S-401496,HealthTech,US,Enterprise,A-68f37c,4,4,796.0,False,True,61,23440,0.1,875.6
S-4040a9,FinTech,US,Pro,A-6f50ae,19,19,931.0,False,False,73,24084,0.1,1024.1000000000001
S-4047a8,Cybersecurity,UK,Basic,A-e19ff6,1,1,19.0,False,False,38,9336,-0.05,18.05
S-404ecd,Cybersecurity,US,Enterprise,A-592832,18,18,3582.0,False,True,47,8178,-0.1,3223.8
S-40adae,Cybersecurity,AU,Basic,A-8145a0,2,10,190.0,False,False,60,10110,-0.05,180.5
S-40d3aa,Cybersecurity,DE,Basic,A-9badbd,5,103,1957.0,False,False,22,6773,0.0,1957.0
S-41128b,FinTech,US,Enterprise,A-45ce7a,16,16,3184.0,False,False,62,18958,-0.05,3024.7999999999997
S-412125,EdTech,IN,Basic,A-1b9609,4,16,304.0,False,False,50,22562,-0.05,288.8
S-413a1d,DevTools,US,Enterprise,A-7df7a7,7,7,1393.0,False,False,39,12657,0.1,1532.3000000000002
S-415065,Cybersecurity,US,Enterprise,A-9174e0,37,37,7363.0,False,False,29,6443,0.1,8099.300000000001
S-4193dd,FinTech,US,Basic,A-4e631b,22,22,418.0,False,False,24,4275,0.1,459.8
S-41b844,HealthTech,US,Pro,A-94d3da,41,41,2009.0,False,False,18,6084,0.0,2009.0
S-41ca59,EdTech,US,Enterprise,A-692f18,5,37,7363.0,False,False,38,8384,0.1,8099.300000000001
S-41cf50,HealthTech,US,Enterprise,A-fa2041,15,15,2985.0,False,False,31,10899,-0.1,2686.5
S-41ea32,EdTech,UK,Basic,A-054577,2,24,456.0,False,True,63,10688,0.05,478.8
S-4206eb,DevTools,US,Enterprise,A-7df7a7,7,13,2587.0,False,False,96,32232,-0.1,2328.3
S-42218c,DevTools,US,Pro,A-e2cd1b,15,45,2205.0,False,False,52,21892,-0.1,1984.5
S-4236fa,Cybersecurity,US,Basic,A-4437e4,3,17,323.0,False,False,22,2316,0.1,355.3
S-4291f7,DevTools,US,Enterprise,A-afa505,70,70,13930.0,False,False,55,15422,0.05,14626.5
S-429220,EdTech,US,Pro,A-18793f,148,148,7252.0,False,False,32,12927,0.05,7614.6
S-42f3be,FinTech,US,Enterprise,A-05f0e5,32,32,6368.0,False,False,60,21108,0.05,6686.400000000001
S-42fb01,Cybersecurity,IN,Pro,A-bece89,26,28,1372.0,False,False,25,5453,0.0,1372.0
S-4305f1,DevTools,US,Pro,A-afa505,70,70,3430.0,False,False,43,16335,0.1,3773.0000000000005
S-430691,Cybersecurity,IN,Pro,A-4814a3,87,87,4263.0,False,False,87,29937,0.05,4476.150000000001
S-4311fb,EdTech,US,Pro,A-2b9d3e,1,14,686.0,False,False,79,25895,0.0,686.0
S-431c03,HealthTech,IN,Enterprise,A-e4bf56,17,37,7363.0,False,True,40,16257,-0.05,6994.849999999999
S-432401,Cybersecurity,US,Pro,A-c7ffc2,30,132,6468.0,False,False,61,17630,-0.05,6144.599999999999
S-43af5a,FinTech,IN,Pro,A-f3ff05,2,4,196.0,False,False,29,9687,0.0,196.0
S-43b6e9,FinTech,US,Enterprise,A-bbc346,19,27,5373.0,False,False,88,23895,0.0,5373.0
S-43c2e3,EdTech,IN,Enterprise,A-6f8ad2,1,35,6965.0,False,False,85,21235,0.1,7661.500000000001
S-43f9f8,DevTools,US,Basic,A-712f1c,17,24,456.0,False,False,25,3557,0.1,501.6
S-444f22,EdTech,UK,Pro,A-8ed5dd,5,46,2254.0,False,False,19,7598,-0.05,2141.2999999999997
S-447189,EdTech,UK,Basic,A-378b99,8,68,1292.0,False,False,46,19809,0.05,1356.6000000000001
S-4484ae,HealthTech,US,Enterprise,A-b07346,51,51,10149.0,False,False,36,11395,-0.05,9641.55
S-448b6d,EdTech,US,Basic,A-8adedc,4,19,361.0,False,False,49,11581,0.05,379.05
S-44a7c3,HealthTech,US,Enterprise,A-50f3f7,31,31,6169.0,False,False,67,21965,0.05,6477.450000000001
S-44e3ac,Cybersecurity,IN,Enterprise,A-81edc3,5,5,995.0,False,False,44,9721,0.1,1094.5
S-44f453,DevTools,IN,Enterprise,A-19b2c8,20,20,3980.0,False,False,24,11712,-0.1,3582.0
S-450fa9,HealthTech,US,Basic,A-186a44,20,20,380.0,False,True,83,34453,-0.1,342.0
S-453f00,FinTech,US,Pro,A-45ce7a,16,16,784.0,False,True,54,10994,0.0,784.0
S-455183,DevTools,FR,Pro,A-22d9d2,8,8,392.0,False,False,88,29226,0.1,431.20000000000005
S-456d47,Cybersecurity,US,Enterprise,A-7da956,13,13,2587.0,False,False,39,9855,0.05,2716.35
S-457217,Cybersecurity,US,Pro,A-104f1a,24,24,1176.0,False,False,75,27887,-0.1,1058.4
S-457294,FinTech,US,Enterprise,A-fa3095,70,70,13930.0,False,False,17,3769,0.05,14626.5
S-45baa6,DevTools,US,Pro,A-0a282f,1,4,196.0,False,False,35,9672,-0.1,176.4
S-45baac,Cybersecurity,US,Enterprise,A-1d5444,24,24,4776.0,False,False,8,3176,-0.1,4298.400000000001
S-45c2cf,Cybersecurity,FR,Basic,A-7920cc,39,39,741.0,False,False,41,10354,-0.1,666.9
S-45ee20,DevTools,US,Basic,A-1619f8,29,29,551.0,False,False,93,29708,0.1,606.1
S-465825,DevTools,US,Basic,A-e2cd1b,15,18,342.0,False,False,45,14402,-0.05,324.9
S-467016,DevTools,UK,Enterprise,A-e83938,2,7,1393.0,False,False,55,21277,0.05,1462.65
S-467918,Cybersecurity,CA,Pro,A-396e5f,2,34,1666.0,False,False,73,26994,0.1,1832.6000000000001
S-46852c,DevTools,IN,Enterprise,A-58b9ff,2,76,15124.0,False,False,32,10342,0.1,16636.4
S-4690b3,EdTech,US,Enterprise,A-068fc6,35,35,6965.0,False,True,98,29480,0.1,7661.500000000001
S-46b63b,FinTech,US,Enterprise,A-d5a319,15,31,6169.0,False,False,24,8774,0.1,6785.900000000001
S-46ff9c,HealthTech,US,Pro,A-139c3b,10,28,1372.0,False,True,28,4120,0.1,1509.2
S-4704e5,FinTech,UK,Basic,A-6dee43,3,3,57.0,False,False,57,16663,0.0,57.0
S-477a57,HealthTech,IN,Enterprise,A-ccabf0,1,59,11741.0,False,False,10,1230,0.05,12328.050000000001
S-4781b1,FinTech,US,Pro,A-558c72,12,16,784.0,False,False,87,26112,0.1,862.4000000000001
S-478ae9,HealthTech,IN,Pro,A-e4bf56,17,35,1715.0,False,False,32,7114,0.05,1800.75
S-479d9a,HealthTech,US,Basic,A-463db0,15,37,703.0,False,False,78,28570,0.0,703.0
S-47b86b,DevTools,FR,Pro,A-524364,3,11,539.0,False,False,39,14151,0.0,539.0
S-47ce2d,DevTools,US,Pro,A-d792a6,4,37,1813.0,False,False,49,11822,0.05,1903.65
S-47e122,DevTools,US,Basic,A-271f46,38,38,722.0,False,False,54,16956,-0.1,649.8000000000001
S-4815a3,DevTools,IN,Basic,A-19b2c8,20,22,418.0,False,False,13,4311,-0.05,397.09999999999997
S-486088,EdTech,US,Pro,A-0cc442,45,45,2205.0,False,False,75,26351,-0.1,1984.5
S-4893cd,HealthTech,US,Enterprise,A-9c18c4,11,11,2189.0,False,False,35,16477,-0.1,1970.1000000000001
S-48aa95,Cybersecurity,UK,Enterprise,A-a8b49c,7,7,1393.0,False,False,57,16665,-0.1,1253.7
S-48d2b5,HealthTech,US,Basic,A-9c18c4,11,12,228.0,False,True,76,19048,0.1,250.8
S-491d53,EdTech,US,Pro,A-3cc791,6,12,588.0,False,False,69,26491,0.0,588.0
S-495d33,HealthTech,US,Basic,A-50f3f7,31,31,589.0,False,False,77,25998,-0.1,530.1
S-497428,DevTools,US,Basic,A-cc8c8f,23,23,437.0,False,False,23,5449,0.0,437.0
S-497d95,Cybersecurity,US,Basic,A-1d5444,24,24,456.0,False,False,8,824,0.05,478.8
S-4984e3,DevTools,US,Enterprise,A-f19409,23,23,4577.0,False,False,46,9051,-0.05,4348.15
S-499ea3,EdTech,US,Enterprise,A-c16cf7,13,24,4776.0,False,True,68,12977,0.05,5014.8
S-49aa80,HealthTech,US,Pro,A-a45270,3,3,147.0,False,True,92,30430,0.05,154.35
S-49b640,EdTech,UK,Enterprise,A-956988,1,9,1791.0,False,False,59,15559,0.1,1970.1000000000001
S-49e3e5,DevTools,US,Basic,A-6e7827,1,9,171.0,False,False,15,4346,-0.05,162.45
S-4a3e6c,EdTech,US,Pro,A-acb7f7,32,32,1568.0,False,False,47,13438,0.05,1646.4
S-4a89a7,HealthTech,DE,Basic,A-10b8f2,47,47,893.0,False,False,35,7056,0.05,937.6500000000001
S-4a8ce0,DevTools,DE,Basic,A-5a184f,1,6,114.0,False,False,87,32645,-0.05,108.3
S-4ac0bb,FinTech,US,Pro,A-7c6b6b,6,28,1372.0,False,False,72,18978,-0.05,1303.3999999999999
S-4ad7b1,DevTools,UK,Enterprise,A-3c1a3f,1,2,398.0,False,False,56,15659,0.05,417.90000000000003
S-4af421,DevTools,US,Basic,A-6c093d,7,27,513.0,False,False,82,20895,-0.05,487.34999999999997
S-4afb53,Cybersecurity,US,Enterprise,A-40de06,28,28,5572.0,False,True,45,10331,0.05,5850.6
S-4b26c5,HealthTech,US,Enterprise,A-f45426,9,9,1791.0,False,True,59,13024,0.05,1880.5500000000002
S-4b5470,DevTools,US,Enterprise,A-b78bf8,33,33,6567.0,False,False,40,11357,0.1,7223.700000000001
S-4b9226,DevTools,FR,Enterprise,A-798a3f,12,13,2587.0,False,False,29,5582,-0.1,2328.3
S-4b9b13,HealthTech,US,Pro,A-fa2041,15,15,735.0,False,False,49,12581,0.05,771.75
S-4bb483,FinTech,US,Enterprise,A-9f9299,28,28,5572.0,False,False,40,14775,0.0,5572.0
S-4bfa1d,HealthTech,US,Pro,A-ce550d,35,35,1715.0,False,True,44,17470,-0.1,1543.5
S-4bfab2,DevTools,US,Basic,A-544d0a,2,2,38.0,False,False,60,22165,-0.1,34.2
S-4c100f,DevTools,US,Enterprise,A-eb7fac,7,136,27064.0,False,False,39,18833,-0.1,24357.600000000002
S-4c2f78,DevTools,AU,Pro,A-533452,9,51,2499.0,False,False,29,9835,0.1,2748.9
S-4c5456,DevTools,US,Basic,A-149a69,34,34,646.0,False,False,54,16473,0.05,678.3000000000001
S-4c7591,HealthTech,US,Pro,A-17939a,1,28,1372.0,False,False,19,6590,0.1,1509.2
S-4c82da,Cybersecurity,US,Pro,A-b9eed8,11,11,539.0,False,False,59,14403,0.05,565.95
S-4c8ab8,EdTech,US,Pro,A-39ddf4,40,40,1960.0,False,False,36,15428,0.1,2156.0
S-4c8e19,FinTech,IN,Basic,A-659280,13,17,323.0,False,False,44,17319,0.1,355.3
S-4cd678,Cybersecurity,US,Pro,A-40de06,28,28,1372.0,False,False,9,4473,0.0,1372.0
S-4d2392,FinTech,US,Pro,A-e61e98,19,19,931.0,False,False,50,14276,0.1,1024.1000000000001
S-4d47e3,FinTech,US,Pro,A-7f4db3,4,4,196.0,False,True,70,28269,-0.05,186.2
S-4d5ab5,Cybersecurity,UK,Enterprise,A-df1e44,12,12,2388.0,False,False,26,5026,0.0,2388.0
S-4d8633,DevTools,UK,Pro,A-e83938,2,31,1519.0,False,False,16,6783,0.1,1670.9
S-4d8a27,HealthTech,IN,Basic,A-977ca0,6,20,380.0,False,False,69,15053,-0.1,342.0
S-4dae4c,FinTech,IN,Pro,A-158f4e,61,61,2989.0,False,False,18,9362,-0.05,2839.5499999999997
S-4dae4f,Cybersecurity,US,Enterprise,A-6e08f3,8,20,3980.0,False,False,46,18368,-0.05,3781.0
S-4df118,DevTools,UK,Basic,A-86fc1d,26,26,494.0,False,True,52,18377,-0.05,469.29999999999995
S-4df6ec,EdTech,US,Basic,A-c9bb3e,5,10,190.0,False,False,9,3996,0.0,190.0
S-4dfd17,Cybersecurity,US,Basic,A-bcbe98,46,46,874.0,False,False,51,11018,0.1,961.4000000000001
S-4e4ab7,FinTech,US,Basic,A-eb1312,25,25,475.0,False,False,101,25018,0.1,522.5
S-4e4b10,FinTech,US,Basic,A-4e631b,22,22,418.0,False,False,37,16523,-0.1,376.2
S-4e4ef4,HealthTech,US,Pro,A-9ee962,9,25,1225.0,False,False,71,17693,-0.1,1102.5
S-4eabfc,Cybersecurity,UK,Basic,A-751bd4,10,10,190.0,False,False,12,6030,-0.05,180.5
S-4eb120,DevTools,US,Basic,A-e1b9cd,40,40,760.0,False,False,77,28671,-0.1,684.0
S-4eef1a,FinTech,US,Basic,A-3a7284,31,31,589.0,False,False,51,16087,0.0,589.0
S-4f43fd,Cybersecurity,US,Basic,A-fd7ad3,1,29,551.0,False,False,63,24452,0.1,606.1
S-4f56f5,Cybersecurity,US,Enterprise,A-922109,3,3,597.0,False,False,71,22697,-0.05,567.15
S-4f5eb2,EdTech,US,Basic,A-781cc0,12,12,228.0,False,False,43,15240,-0.1,205.20000000000002
S-4f81c2,Cybersecurity,IN,Pro,A-ed510f,42,42,2058.0,False,False,33,9827,0.0,2058.0
S-4f91d0,EdTech,US,Basic,A-7f8241,34,34,646.0,False,False,78,24374,0.0,646.0
S-4faeb9,FinTech,UK,Pro,A-98a59a,56,56,2744.0,False,False,48,11649,-0.1,2469.6
S-4fd561,Cybersecurity,DE,Basic,A-0dbdc6,30,30,570.0,False,False,97,30371,0.1,627.0
S-4fd9ba,DevTools,UK,Basic,A-d4ac0e,18,24,456.0,False,False,34,12798,-0.1,410.40000000000003
S-4fdfa3,DevTools,CA,Enterprise,A-5a3eb9,18,18,3582.0,False,False,77,25777,-0.05,3402.8999999999996
S-50334b,DevTools,US,Pro,A-f17767,1,12,588.0,False,False,86,11781,-0.1,529.2
S-503afa,FinTech,US,Enterprise,A-4e631b,22,40,7960.0,False,False,32,6859,0.0,7960.0
S-505db5,Cybersecurity,IN,Pro,A-883b7d,17,53,2597.0,False,False,79,13449,-0.1,2337.3
S-50815c,Cybersecurity,US,Basic,A-e3bd71,31,31,589.0,False,False,102,33812,0.1,647.9000000000001
S-509e88,EdTech,US,Basic,A-781cc0,12,21,399.0,False,False,44,9778,0.05,418.95000000000005
S-509f0d,HealthTech,DE,Pro,A-794a0b,23,35,1715.0,False,False,59,14739,-0.1,1543.5
S-50aaaa,Cybersecurity,IN,Pro,A-af0cd2,19,19,931.0,False,False,69,11492,0.1,1024.1000000000001
S-50c6f5,FinTech,CA,Enterprise,A-a6d261,9,103,20497.0,False,True,35,15001,0.1,22546.7
S-510009,HealthTech,FR,Enterprise,A-0651a4,16,16,3184.0,False,False,35,8997,0.0,3184.0
S-510e07,Cybersecurity,UK,Enterprise,A-b7ef83,1,2,398.0,False,False,77,25711,0.1,437.8
S-515485,FinTech,IN,Pro,A-f3ff05,2,35,1715.0,False,False,22,4724,0.1,1886.5000000000002
S-51569a,HealthTech,IN,Enterprise,A-e4bf56,17,22,4378.0,False,False,61,18603,0.1,4815.8
S-518472,EdTech,DE,Pro,A-e7beab,5,19,931.0,False,False,33,7511,0.1,1024.1000000000001
S-519f1c,Cybersecurity,US,Basic,A-0354fe,34,34,646.0,False,False,55,15121,-0.05,613.6999999999999
S-51b668,Cybersecurity,UK,Basic,A-82d8a6,5,30,570.0,False,False,10,5730,-0.05,541.5
S-51dd23,FinTech,US,Basic,A-7c6b6b,6,6,114.0,False,False,79,16019,0.0,114.0
S-51dfbc,EdTech,US,Pro,A-7f8241,34,34,1666.0,False,False,15,4293,-0.1,1499.4
S-51f213,FinTech,US,Pro,A-4e960a,12,12,588.0,False,False,25,4731,0.1,646.8000000000001
S-52119f,FinTech,US,Enterprise,A-02fac6,22,22,4378.0,False,False,84,36161,-0.1,3940.2000000000003
S-52385a,FinTech,US,Basic,A-0aaf6e,3,3,57.0,False,False,134,40948,-0.1,51.300000000000004
S-523cce,EdTech,IN,Enterprise,A-1b9609,4,30,5970.0,False,False,43,12227,0.0,5970.0
S-525864,FinTech,US,Pro,A-a09355,14,14,686.0,False,False,47,13330,0.1,754.6
S-52699f,DevTools,US,Basic,A-df10db,2,14,266.0,False,True,67,25083,0.1,292.6
S-526a2c,Cybersecurity,US,Pro,A-9174e0,37,37,1813.0,False,False,95,32159,0.05,1903.65
S-527b39,HealthTech,UK,Enterprise,A-3d957b,14,14,2786.0,False,True,28,8592,-0.1,2507.4
S-527d18,DevTools,US,Enterprise,A-5b1bcd,73,73,14527.0,False,False,68,24381,-0.1,13074.300000000001
S-5313fa,HealthTech,US,Enterprise,A-e40f45,21,21,4179.0,False,False,45,14111,-0.05,3970.0499999999997
S-531e3a,EdTech,US,Basic,A-e5d6ab,3,39,741.0,False,False,27,5109,0.05,778.0500000000001
S-532502,FinTech,US,Basic,A-a09355,14,14,266.0,False,False,49,9304,-0.05,252.7
S-534c28,Cybersecurity,US,Basic,A-e888d1,14,14,266.0,False,False,79,11673,-0.05,252.7
S-535e55,HealthTech,US,Pro,A-9077b0,2,7,343.0,False,False,99,27511,-0.05,325.84999999999997
S-539566,FinTech,US,Basic,A-4e960a,12,12,228.0,False,False,35,17344,0.0,228.0
S-53bced,DevTools,CA,Pro,A-a1bbb6,1,5,245.0,False,True,26,8312,0.0,245.0
S-53e028,Cybersecurity,US,Basic,A-fdfc91,29,111,2109.0,False,False,25,8981,-0.05,2003.55
S-53f831,DevTools,UK,Basic,A-82861f,41,41,779.0,False,False,41,10321,0.05,817.95
S-53fa80,Cybersecurity,US,Enterprise,A-462d45,11,14,2786.0,False,False,52,13334,-0.1,2507.4
S-53ff75,EdTech,US,Basic,A-acb7f7,32,32,608.0,False,False,44,9823,0.05,638.4
S-54283b,FinTech,US,Enterprise,A-4c56c9,9,49,9751.0,False,True,23,8009,0.1,10726.1
S-542c37,DevTools,CA,Pro,A-812c5b,55,55,2695.0,False,False,51,12001,0.0,2695.0
S-544f34,Cybersecurity,US,Pro,A-fdfc91,29,29,1421.0,False,False,48,13705,-0.1,1278.9
S-549340,FinTech,US,Pro,A-eb1312,25,25,1225.0,False,False,15,4617,-0.1,1102.5
S-54a3ed,DevTools,DE,Pro,A-f446b6,5,5,245.0,False,False,62,28326,0.1,269.5
S-54b286,FinTech,IN,Pro,A-0532a9,19,26,1274.0,False,False,43,2849,0.1,1401.4
S-54bb4e,Cybersecurity,IN,Basic,A-54d94a,27,55,1045.0,False,False,21,5208,-0.05,992.75
S-54d2a3,DevTools,US,Enterprise,A-712f1c,17,17,3383.0,False,False,70,26537,0.0,3383.0
S-54d8cf,HealthTech,US,Basic,A-2f6a32,19,19,361.0,False,False,52,17866,0.0,361.0
S-54e8b2,DevTools,IN,Pro,A-19b2c8,20,20,980.0,False,False,46,10484,0.05,1029.0
S-551502,HealthTech,US,Basic,A-bb1486,41,41,779.0,False,False,45,11387,-0.05,740.05
S-5521f5,DevTools,UK,Pro,A-098560,1,25,1225.0,False,False,59,21003,-0.05,1163.75
S-559e85,Cybersecurity,UK,Pro,A-53f4e3,13,29,1421.0,False,False,57,20440,-0.05,1349.95
S-55a520,DevTools,US,Pro,A-726cfa,11,30,1470.0,False,False,33,9768,-0.05,1396.5
S-55aafd,FinTech,UK,Basic,A-e89151,8,8,152.0,False,False,75,28326,0.0,152.0
S-5619af,Cybersecurity,US,Enterprise,A-1d5444,24,24,4776.0,False,False,23,4822,0.0,4776.0
S-5677fb,EdTech,US,Enterprise,A-e5d6ab,3,13,2587.0,False,False,33,7484,-0.05,2457.65
S-5698bd,Cybersecurity,US,Pro,A-52dd88,23,26,1274.0,False,False,51,17832,0.05,1337.7
S-56c529,FinTech,US,Pro,A-856b1e,19,30,1470.0,False,False,12,5064,-0.1,1323.0
S-5717da,Cybersecurity,IN,Pro,A-54d94a,27,27,1323.0,False,False,49,14024,-0.1,1190.7
S-573f93,Cybersecurity,US,Enterprise,A-50bb9f,2,2,398.0,False,False,31,12905,0.05,417.90000000000003
S-574b52,EdTech,AU,Enterprise,A-039727,25,25,4975.0,False,False,95,28737,-0.05,4726.25
S-576519,DevTools,US,Enterprise,A-cc98bc,32,32,6368.0,False,False,56,13548,0.0,6368.0
S-576aec,FinTech,US,Pro,A-7e0a10,46,46,2254.0,False,False,10,5230,-0.1,2028.6000000000001
S-5798f3,DevTools,US,Pro,A-d77f4c,4,7,343.0,False,False,45,16943,0.1,377.3
S-579a24,DevTools,US,Basic,A-32fb14,26,26,494.0,False,False,104,30332,0.1,543.4000000000001
S-57bbae,FinTech,US,Pro,A-a09355,14,14,686.0,False,False,72,20367,0.05,720.3000000000001
S-57e129,DevTools,US,Pro,A-b11cd0,26,36,1764.0,False,False,52,13216,-0.05,1675.8
S-58239c,HealthTech,US,Pro,A-87aa7b,24,24,1176.0,False,False,86,22316,-0.1,1058.4
S-585d4c,Cybersecurity,US,Enterprise,A-00bed1,28,28,5572.0,False,False,89,27218,-0.05,5293.4
S-5879cf,FinTech,US,Enterprise,A-a09355,14,30,5970.0,False,False,42,11134,-0.1,5373.0
S-58a152,FinTech,AU,Enterprise,A-90a8c8,15,15,2985.0,False,False,61,14268,0.05,3134.25
S-58ab69,DevTools,IN,Pro,A-58b9ff,2,63,3087.0,False,False,93,29290,0.05,3241.3500000000004
S-58b1a2,EdTech,US,Enterprise,A-67be94,26,52,10348.0,False,False,40,19874,0.1,11382.800000000001
S-58b22d,FinTech,US,Enterprise,A-6f50ae,19,19,3781.0,False,False,81,28406,-0.05,3591.95
S-58ccb4,HealthTech,US,Pro,A-bb1486,41,41,2009.0,False,False,101,33063,0.1,2209.9
S-58d17c,Cybersecurity,CA,Enterprise,A-396e5f,2,2,398.0,False,False,83,23535,-0.05,378.09999999999997
S-592443,DevTools,DE,Enterprise,A-c1dfe1,26,26,5174.0,False,False,16,4116,0.1,5691.400000000001
S-59778a,DevTools,AU,Enterprise,A-f6b2fb,23,49,9751.0,False,False,77,26681,0.0,9751.0
S-597873,FinTech,US,Enterprise,A-05f0e5,32,32,6368.0,False,False,89,23955,0.0,6368.0
S-59c5d7,HealthTech,US,Basic,A-c16b88,23,35,665.0,False,False,70,17401,0.0,665.0
S-59c612,DevTools,US,Basic,A-aa9511,23,23,437.0,False,False,37,13684,0.0,437.0
S-59d050,FinTech,UK,Pro,A-751c58,15,45,2205.0,False,False,29,6066,-0.1,1984.5
S-59dc4b,DevTools,US,Pro,A-f17767,1,26,1274.0,False,False,67,35026,0.0,1274.0
S-59edf9,FinTech,US,Basic,A-427b69,17,17,323.0,False,False,75,22061,0.05,339.15000000000003
S-59f0a6,Cybersecurity,US,Pro,A-104f1a,24,123,6027.0,False,True,59,18906,0.05,6328.35
S-59f6b6,HealthTech,US,Basic,A-dec005,21,21,399.0,False,False,57,22638,-0.1,359.1
S-5a18e5,HealthTech,UK,Enterprise,A-3d957b,14,14,2786.0,False,False,62,21718,0.0,2786.0
S-5a1fc3,DevTools,AU,Enterprise,A-05d3b3,9,13,2587.0,False,False,28,11113,0.0,2587.0
S-5a2a05,FinTech,US,Basic,A-9f9299,28,28,532.0,False,False,90,18974,0.0,532.0
S-5a37dc,DevTools,FR,Pro,A-cab532,11,11,539.0,False,False,47,15295,0.1,592.9000000000001
S-5a6941,FinTech,US,Pro,A-4a267b,25,25,1225.0,False,False,80,17418,-0.05,1163.75
S-5a75eb,FinTech,US,Basic,A-503d5a,4,10,190.0,False,False,44,11845,0.1,209.00000000000003
S-5a94f7,HealthTech,AU,Pro,A-328bd0,18,33,1617.0,False,False,17,2095,-0.05,1536.1499999999999
S-5aa4ba,FinTech,US,Pro,A-2d1036,69,69,3381.0,False,False,55,11373,0.0,3381.0
S-5ae105,DevTools,DE,Basic,A-296d7c,2,19,361.0,False,False,76,27160,0.0,361.0
S-5aea91,FinTech,US,Enterprise,A-427b69,17,34,6766.0,False,False,32,10880,0.1,7442.6
S-5aff5f,EdTech,UK,Basic,A-d82ef9,26,26,494.0,False,False,24,3672,0.1,543.4000000000001
S-5b8c4f,HealthTech,UK,Basic,A-7c5768,3,8,152.0,False,False,29,7995,-0.05,144.4
S-5b9330,DevTools,IN,Enterprise,A-f03140,27,27,5373.0,False,False,25,8100,0.05,5641.650000000001
S-5bb13f,FinTech,AU,Enterprise,A-089363,2,15,2985.0,False,False,65,21900,-0.05,2835.75
S-5bbfe3,DevTools,US,Basic,A-1ac5e0,33,33,627.0,False,False,52,15575,0.1,689.7
S-5bc71c,DevTools,US,Basic,A-d77f4c,4,8,152.0,False,True,39,12150,0.1,167.20000000000002
S-5bde76,DevTools,US,Pro,A-cb5333,33,33,1617.0,False,False,60,26122,-0.1,1455.3
S-5c8af8,FinTech,US,Pro,A-a2485e,3,10,490.0,False,False,38,12344,0.1,539.0
S-5ca0fe,DevTools,US,Pro,A-d3c88e,16,16,784.0,False,False,61,22080,-0.1,705.6
S-5cb87c,FinTech,UK,Pro,A-e89151,8,24,1176.0,False,False,72,16219,0.05,1234.8
S-5cb8a6,Cybersecurity,AU,Pro,A-9779ad,40,40,1960.0,False,False,29,4125,-0.05,1862.0
S-5cba26,Cybersecurity,US,Basic,A-8b25f2,6,6,114.0,False,False,69,24254,-0.05,108.3
S-5d0af1,HealthTech,IN,Pro,A-977ca0,6,17,833.0,False,False,87,31080,-0.1,749.7
S-5d0f41,EdTech,UK,Pro,A-956988,1,23,1127.0,False,False,52,14310,-0.05,1070.6499999999999
S-5d299e,DevTools,US,Enterprise,A-560d27,23,23,4577.0,False,False,51,25071,0.1,5034.700000000001
S-5d434f,DevTools,UK,Pro,A-82861f,41,41,2009.0,False,False,30,9240,0.0,2009.0
S-5d5250,DevTools,US,Pro,A-afa505,70,70,3430.0,False,False,37,13892,-0.1,3087.0
S-5d532c,DevTools,US,Enterprise,A-cd458b,10,10,1990.0,False,False,93,28669,-0.05,1890.5
S-5d6528,DevTools,FR,Enterprise,A-22d9d2,8,8,1592.0,False,False,52,8645,-0.1,1432.8
S-5d729e,FinTech,US,Enterprise,A-4a267b,25,29,5771.0,False,False,49,19017,-0.1,5193.900000000001
S-5daabf,DevTools,AU,Enterprise,A-533452,9,9,1791.0,False,False,52,17282,0.0,1791.0
S-5de583,EdTech,FR,Basic,A-dbc825,19,19,361.0,False,False,70,15732,0.1,397.1
